Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1418778485570,384,10,1882,0,1,0,814187430,72516275,86750655,-690822733,12043
1418778485594,390,0,1864,-1,-3,0,814187862,72511343,86747823,-690823097,12044
1418778485594,383,6,1869,-1,-3,0,814188284,72508120,86745103,-690823280,12045
1418778485596,378,6,1872,-1,-3,1,814190611,72504265,86737918,-690821844,12046
1418778485596,369,6,1869,-2,-3,0,814191307,72497244,86736258,-690821969,12047
1418778485600,377,2,1871,-1,-3,-1,814190051,72491510,86732185,-690824562,12048
1418778485600,389,-5,1866,0,3,-1,814187408,72498114,86737492,-690826318,12049
1418778485628,384,-15,1872,0,1,0,814186962,72502616,86742919,-690825690,12050
1418778485628,381,-4,1872,0,3,2,814189917,72512037,86746909,-690820717,12051
1418778485646,384,1,1878,0,1,2,814193270,72516505,86747162,-690816264,12052
1418778485646,390,-4,1864,-1,-1,0,814193346,72516494,86744021,-690816570,12053
1418778485649,385,1,1872,-1,-1,0,814193377,72517653,86741312,-690816752,12054
1418778485649,373,7,1884,-1,-3,0,814193893,72514139,86734048,-690817425,12055
1418778485652,377,1,1874,-1,-1,-1,814192159,72512046,86734463,-690819636,12056
1418778485652,388,4,1862,0,3,-1,814189531,72518685,86739630,-690821388,12057
1418778485654,380,-2,1874,0,1,0,814189047,72522648,86741753,-690821276,12058
1418778485654,380,-8,1866,-1,-1,1,814191019,72522902,86737893,-690819410,12059
1418778485669,381,-7,1865,-1,-5,1,814193911,72516164,86729050,-690817819,12060
1418778485669,383,4,1873,-2,-1,0,814194212,72514390,86731108,-690817392,12061
1418778485672,378,-3,1879,0,2,0,814193530,72519293,86738734,-690816723,12062
1418778485672,389,3,1877,0,1,0,814193200,72522522,86743051,-690816231,12063
1418778485705,384,-7,1872,1,0,-1,814190945,72526504,86741073,-690818719,12064
1418778485705,388,-10,1874,-2,-3,1,814193534,72521395,86738734,-690816498,12065
1418778485707,375,5,1871,-1,-2,1,814195690,72520857,86736813,-690814255,12066
1418778485707,374,2,1864,-2,-4,2,814200332,72512327,86732263,-690810251,12067
1418778485710,385,3,1865,-1,-1,0,814200428,72511345,86732574,-690810201,12068
1418778485710,383,4,1859,0,1,-1,814198148,72514890,86734479,-690812277,12069
1418778485712,377,-1,1872,0,0,0,814197937,72516673,86734036,-690812394,12070
1418778485713,376,0,1873,1,1,0,814197430,72522250,86732715,-690812572,12071
1418778485748,401,2,1864,1,2,0,814196695,72529476,86733530,-690812577,12072
1418778485749,389,-6,1874,0,0,1,814198177,72532995,86734290,-690810366,12073
1418778485750,375,0,1885,-1,-5,0,814199142,72526404,86726470,-690810903,12074
1418778485750,373,8,1860,-1,-5,1,814202053,72518207,86717435,-690809466,12075
1418778485753,385,0,1865,-1,-2,0,814202330,72514808,86716051,-690809670,12076
1418778485753,384,-1,1870,0,1,-1,814200075,72518634,86717723,-690811716,12077
1418778485755,376,-2,1880,-1,1,0,814199844,72520125,86724779,-690810946,12078
1418778485755,386,6,1881,-1,-2,0,814200219,72517568,86722473,-690811062,12079
1418778485759,388,5,1870,0,1,0,814199739,72520543,86728211,-690810595,12080
1418778485759,386,0,1854,0,0,-1,814197617,72521879,86732295,-690812443,12081
1418778485775,380,-5,1875,-1,-4,0,814198287,72516665,86727243,-690812835,12082
1418778485775,383,9,1859,-1,-2,-1,814196837,72514885,86721348,-690815471,12083
1418778485779,378,-3,1868,1,0,-1,814194550,72518135,86719664,-690818037,12084
1418778485779,374,-6,1877,0,1,1,814196037,72521778,86724014,-690815356,12085
1418778485797,380,4,1875,-2,0,0,814196384,72518833,86729281,-690814595,12086
1418778485797,387,-1,1878,-1,-1,-1,814194589,72517717,86730280,-690816702,12087
1418778485800,394,7,1871,-1,-1,-1,814192775,72517568,86731464,-690818707,12088
1418778485800,379,-3,1876,-1,-2,1,814194721,72515952,86731514,-690816577,12089
1418778485843,376,2,1872,-1,-3,1,814197139,72512183,86727119,-690814674,12090
1418778485843,378,3,1867,-1,-2,0,814197464,72509386,86725290,-690814814,12091
1418778485844,390,8,1863,-3,-1,1,814199746,72504469,86729480,-690812115,12092
1418778485844,377,11,1860,0,2,0,814198980,72510040,86734259,-690811833,12093
1418778485848,384,-6,1870,0,0,0,814198770,72510683,86733803,-690812070,12094
1418778485848,387,-11,1872,-1,-3,0,814199313,72507457,86729940,-690812254,12095
1418778485850,378,4,1868,-1,-3,0,814199873,72504903,86725916,-690812367,12096
1418778485850,376,-3,1874,-1,-4,0,814200615,72498464,86720173,-690812889,12097
1418778485853,378,10,1881,0,1,-1,814198492,72501728,86720599,-690814996,12098
1418778485853,383,-3,1866,0,1,-1,814196253,72503808,86722107,-690817227,12099
1418778485867,393,1,1877,0,2,-2,814191937,72509028,86729704,-690820813,12100
1418778485868,384,1,1887,-1,-1,0,814191885,72509410,86731426,-690820617,12101
1418778485870,370,10,1880,-1,-3,0,814192441,72505573,86723777,-690821325,12102
1418778485870,386,4,1875,0,-3,0,814192848,72502083,86713861,-690822456,12103
1418778485904,387,-3,1873,-1,-1,-2,814189192,72501540,86711604,-690827105,12104
1418778485904,387,4,1871,0,-1,0,814189068,72504397,86706695,-690827568,12105
1418778485906,370,1,1869,-2,-3,2,814193370,72498745,86705350,-690823260,12106
1418778485906,378,1,1876,0,0,-1,814191453,72499078,86707489,-690825216,12107
1418778485909,396,2,1870,0,0,-1,814189473,72499920,86710224,-690827118,12108
1418778485909,385,-5,1871,-1,-2,0,814189599,72498723,86710281,-690827087,12109
1418778485912,381,2,1878,-2,-3,0,814190317,72493302,86708420,-690827044,12110
1418778485912,388,6,1864,-2,-1,1,814192407,72490708,86710754,-690824560,12111
1418778485930,376,-4,1876,0,0,0,814192140,72492622,86710841,-690824662,12112
1418778485930,379,-2,1880,0,3,0,814191407,72499861,86715294,-690824208,12113
1418778485932,381,-5,1879,0,0,1,814193169,72501787,86713403,-690822166,12114
1418778485932,388,-2,1870,0,0,0,814193095,72503937,86711671,-690822245,12115
1418778485966,385,1,1871,-1,-2,1,814195173,72502721,86710480,-690820073,12116
1418778485966,371,0,1872,-1,-2,1,814197294,72501301,86705224,-690818382,12117
1418778485969,379,6,1874,0,-1,0,814197297,72502644,86699107,-690819005,12118
1418778485969,394,1,1852,0,2,0,814196638,72507036,86706519,-690818391,12119
1418778485972,387,6,1869,0,2,0,814195831,72513431,86715344,-690817563,12120
1418778485972,379,2,1892,0,1,-1,814193514,72516783,86717600,-690819659,12121
1418778485974,381,0,1875,-1,-2,-1,814192012,72513657,86715848,-690821978,12122
1418778485974,384,3,1869,1,1,-1,814189623,72519173,86715114,-690824306,12123
1418778485983,378,-2,1867,-1,-2,0,814189855,72516953,86714165,-690824385,12124
1418778485983,380,3,1877,-1,-1,-1,814188113,72516379,86714667,-690826435,12125
1418778486002,376,-8,1878,-1,-2,-1,814186561,72513485,86713385,-690828729,12126
1418778486002,385,0,1865,0,0,0,814186521,72515209,86714982,-690828395,12127
1418778486007,381,6,1871,-1,-1,-1,814184690,72515026,86716326,-690830403,12128
1418778486007,381,-5,1876,0,1,1,814186115,72518339,86717604,-690828215,12129
1418778486012,381,-1,1878,0,0,-1,814184195,72520300,86716123,-690830458,12130
1418778486012,392,-4,1876,0,0,-1,814182246,72521851,86714921,-690832743,12131
1418778486025,377,1,1876,-2,-2,-1,814180829,72518398,86716043,-690834635,12132
1418778486025,369,6,1866,-1,-3,0,814181429,72514194,86707974,-690835382,12133
1418778486028,388,-4,1864,-1,-1,-1,814179741,72512512,86704301,-690838009,12134
1418778486028,391,-1,1874,0,2,-1,814177258,72518807,86708122,-690839795,12135
1418778486050,376,6,1872,0,0,0,814177043,72521436,86707729,-690839822,12136
1418778486050,375,3,1879,-1,-3,0,814177564,72516420,86704058,-690840195,12137
1418778486052,383,10,1867,0,1,0,814177249,72519183,86704584,-690840210,12138
1418778486052,399,1,1861,1,1,-1,814174739,72524047,86704996,-690842606,12139
1418778486062,389,2,1865,0,1,0,814174171,72529166,86707926,-690842370,12140
1418778486062,374,5,1879,-1,-3,1,814176463,72526213,86701068,-690840840,12141
1418778486075,383,-1,1874,-1,-4,-1,814175417,72518946,86695023,-690843594,12142
1418778486075,384,-2,1864,0,0,-1,814173401,72520392,86698102,-690845432,12143
1418778486081,376,-2,1871,-1,-2,0,814173702,72519055,86692851,-690845876,12144
1418778486081,375,-6,1865,-1,-3,0,814174326,72515138,86684560,-690846592,12145
1418778486100,379,2,1852,-1,-1,1,814176359,72515531,86680125,-690844712,12146
1418778486100,384,7,1871,0,1,0,814175918,72518819,86685492,-690844213,12147
1418778486102,375,4,1871,0,1,0,814175426,72521711,86691339,-690843755,12148
1418778486102,392,-2,1874,0,1,-1,814173208,72523950,86696310,-690845510,12149
1418778486125,394,-2,1866,-1,-2,-2,814169735,72522280,86695993,-690849818,12150
1418778486125,380,4,1882,-1,-2,1,814171784,72521921,86691430,-690848014,12151
1418778486127,372,3,1872,-2,-3,1,814174336,72515303,86689423,-690845953,12152
1418778486127,370,8,1880,-1,-3,-1,814173081,72510030,86685347,-690848497,12153
1418778486130,387,-3,1861,0,0,0,814172966,72509751,86687641,-690848374,12154
1418778486131,382,1,1860,0,3,-1,814170246,72517765,86693685,-690849980,12155
1418778486150,379,4,1875,-1,1,0,814169995,72519080,86700924,-690849229,12156
1418778486151,377,1,1871,0,0,0,814169817,72519958,86703818,-690848984,12157
1418778486152,392,2,1863,-1,-2,0,814170138,72517348,86702031,-690849104,12158
1418778486152,384,5,1868,-2,-3,-1,814168873,72511710,86701726,-690851225,12159
1418778486187,379,8,1877,-2,-5,0,814169971,72501636,86696296,-690851669,12160
1418778486187,370,5,1860,-1,-2,-1,814168385,72498202,86695329,-690854020,12161
1418778486189,381,3,1883,0,1,-1,814166184,72500150,86700136,-690855806,12162
1418778486189,390,5,1868,0,2,-1,814163711,72504603,86707506,-690857329,12163
1418778486192,393,2,1878,0,0,0,814163404,72506368,86711627,-690856988,12164
1418778486192,394,-1,1870,1,0,0,814162959,72510979,86709736,-690857265,12165
1418778486194,387,-1,1868,0,-2,0,814162975,72512401,86703521,-690857877,12166
1418778486194,363,9,1869,-1,-5,1,814165742,72505524,86695855,-690856300,12167
1418778486202,361,9,1871,-1,-2,0,814166125,72501109,86693462,-690856613,12168
1418778486202,382,4,1864,0,3,-1,814163538,72505474,86701880,-690858147,12169
1418778486218,404,-4,1882,0,6,-1,814160083,72517583,86718470,-690858865,12170
1418778486218,390,-11,1874,0,3,0,814159092,72526897,86725374,-690858189,12171
1418778486221,383,6,1879,-1,-4,0,814159858,72522697,86719418,-690858475,12172
1418778486221,379,5,1871,-1,-4,-1,814158756,72516369,86710264,-690861587,12173
1418778486271,392,10,1850,-1,-2,0,814159061,72513869,86704968,-690862154,12174
1418778486271,379,0,1857,-1,-1,1,814160725,72514005,86707668,-690859840,12175
1418778486274,371,0,1866,0,0,0,814160582,72515888,86706588,-690859947,12176
1418778486274,384,6,1872,0,1,1,814162106,72518739,86710577,-690857351,12177
1418778486276,387,7,1889,0,2,-1,814159556,72523318,86718675,-690858859,12178
1418778486276,395,0,1877,0,1,0,814159074,72526145,86724426,-690858408,12179
1418778486279,388,4,1874,-2,-2,1,814161276,72522996,86725732,-690855980,12180
1418778486279,386,-3,1876,0,-2,0,814161317,72523408,86719278,-690856699,12181
1418778486296,372,1,1871,-1,-2,-1,814159794,72521890,86714077,-690859306,12182
1418778486296,384,7,1878,-3,-2,0,814160550,72514553,86715505,-690859006,12183
1418778486302,381,-5,1858,-1,-1,-1,814158696,72513420,86717055,-690861114,12184
1418778486302,400,-1,1867,0,2,-1,814156239,72519034,86724274,-690862514,12185
1418778486303,383,-7,1883,-2,-1,0,814156309,72518147,86728519,-690861992,12186
1418778486303,377,1,1891,-1,-2,1,814158544,72517119,86722194,-690860260,12187
1418778486319,373,-2,1875,-1,-4,2,814163049,72510961,86715278,-690856466,12188
1418778486319,392,-3,1868,-2,-2,0,814163636,72506092,86714638,-690856366,12189
1418778486322,382,-2,1865,-1,-2,1,814165718,72505645,86709763,-690854571,12190
1418778486322,374,6,1880,-1,-2,0,814166003,72503813,86708311,-690854609,12191
